spin,charge_1_3,has_charge,logMass,stable_band,novelty
2.0,-6,1,-8,0,1.7349939716415885
2.0,6,1,-8,1,1.7276266603496893
2.0,-6,1,-7,0,1.7068290207640744
2.0,-5,1,-8,0,1.6944955570150557
2.0,6,1,-7,1,1.6933242273042426
2.0,-6,1,-6,0,1.6812288994199742
2.0,-4,1,-8,0,1.6697250849796892
2.0,-5,1,-7,0,1.665645945942162
2.0,6,1,-6,1,1.661386192801858
2.0,-6,1,-8,1,1.6583123951777
2.0,-6,1,-5,0,1.6583123951777
2.0,-3,1,-8,0,1.6536909861128892
2.0,5,1,-7,1,1.647680978742472
2.0,5,1,-8,1,1.6430296665796305
2.0,-4,1,-7,0,1.6404399056046601
2.0,-5,1,-6,0,1.6394028557240008
2.0,-6,1,-4,0,1.638192134454245
2.0,-6,1,-7,1,1.638192134454245
2.0,6,1,-5,1,1.6319513798279803
2.0,-6,1,-6,1,1.6209722454157454
2.0,-6,1,-3,0,1.6209722454157454
2.0,5,1,-6,1,1.619047619047619
2.0,-3,1,-7,0,1.617821664700875
2.0,-5,1,-5,0,1.6158932858054431
2.0,-5,1,-8,1,1.6158932858054431
2.0,-4,1,-6,0,1.613786971698147
2.0,-6,1,3,1,1.6067459827431418
2.0,-6,1,-2,0,1.6067459827431418
2.0,-6,1,-5,1,1.6067459827431418
2.0,6,1,-4,1,1.605157503874588
2.0,-6,1,-4,1,1.5955934216920484
2.0,-6,1,6,0,1.5955934216920484
2.0,-6,1,-1,0,1.5955934216920482
2.0,-6,1,2,1,1.5955934216920482
2.0,-5,1,-4,0,1.5952380952380953
2.0,-5,1,-7,1,1.5952380952380953
2.0,-4,1,-5,0,1.5898986690282426
2.0,5,1,-5,1,1.5888286305431307
2.0,-6,1,-3,1,1.587579340778062
2.0,-6,1,1,1,1.587579340778062
2.0,-6,1,0,0,1.587579340778062
2.0,-6,1,5,0,1.587579340778062
2.0,-3,1,-6,0,1.5843623580584882
2.0,-6,1,1,0,1.5827514147257384
2.0,-6,1,4,0,1.5827514147257384
2.0,-6,1,0,1,1.5827514147257384
2.0,-6,1,-2,1,1.5827514147257384
2.0,-6,1,2,0,1.5811388300841898
2.0,-6,1,3,0,1.5811388300841898
2.0,6,1,-3,1,1.5811388300841898
2.0,-6,1,-1,1,1.5811388300841898
2.0,4,1,-6,1,1.57808834093386
2.0,-5,1,-3,0,1.577549406997852
2.0,-5,1,-6,1,1.577549406997852
2.0,4,1,-7,1,1.5699849068413843
2.0,-4,1,-7,1,1.5689012866224352
2.0,-4,1,-4,0,1.5689012866224352
2.0,4,1,-8,1,1.565102707575695
2.0,-4,1,-8,1,1.565102707575695
2.0,-5,1,-5,1,1.562927945931077
2.0,-5,1,-2,0,1.562927945931077
2.0,-5,1,3,1,1.562927945931077
2.0,4,1,-5,1,1.562383782525992
2.0,5,1,-4,1,1.5612948867385716
2.0,6,1,-2,1,1.5600235477029682
2.0,-2,1,-8,0,1.5585693189574419
2.0,-3,1,-5,0,1.5534687979236816
2.0,-5,1,6,0,1.5514604340614202
2.0,-5,1,-4,1,1.5514604340614202
2.0,-5,1,2,1,1.55146043406142
2.0,-5,1,-1,0,1.55146043406142
2.0,-4,1,-6,1,1.5509122470939292
2.0,-4,1,-3,0,1.5509122470939292
2.0,-5,1,1,1,1.5432171831522667
2.0,-5,1,0,0,1.5432171831522667
2.0,-5,1,5,0,1.5432171831522667
2.0,-5,1,-3,1,1.5432171831522667
2.0,6,1,-1,1,1.5419309389230644
2.0,-5,1,-2,1,1.538250029067914
2.0,-5,1,4,0,1.538250029067914
2.0,-5,1,1,0,1.538250029067914
2.0,-5,1,0,1,1.538250029067914
2.0,-5,1,3,0,1.536590742882148
2.0,-5,1,-1,1,1.536590742882148
2.0,-5,1,2,0,1.536590742882148
2.0,5,1,-3,1,1.536590742882148
2.0,-4,1,-5,1,1.5360372491704106
2.0,-4,1,3,1,1.5360372491704106
2.0,-4,1,-2,0,1.5360372491704106
2.0,4,1,-4,1,1.534375570068383
2.0,6,1,0,1,1.5269684518879965
2.0,3,1,-5,1,1.5269684518879965
2.0,-3,1,-5,1,1.5269684518879965
2.0,-3,1,3,1,1.5269684518879965
2.0,-3,1,-4,0,1.52529689314733
2.0,3,1,-4,1,1.52529689314733
2.0,-4,1,-4,1,1.5243674573818207
2.0,-4,1,6,0,1.5243674573818207
2.0,-2,1,3,1,1.5243674573818207
2.0,-4,1,-1,0,1.5243674573818204
2.0,-4,1,2,1,1.5243674573818204
2.0,-2,1,-7,0,1.5204576229609146
2.0,-4,1,0,0,1.515976893307772
2.0,-2,1,2,1,1.515976893307772
2.0,-4,1,1,1,1.515976893307772
2.0,-4,1,-3,1,1.515976893307772
2.0,-4,1,5,0,1.515976893307772
2.0,-3,1,-4,1,1.5152288168283161
2.0,-1,1,3,1,1.5152288168283161
2.0,-3,1,-6,1,1.5152288168283161
2.0,-3,1,2,1,1.5152288168283161
2.0,3,1,-6,1,1.5152288168283161
2.0,6,1,1,1,1.5152288168283161
2.0,5,1,-2,1,1.514854640055892
2.0,-2,1,-3,1,1.514854640055892
2.0,-4,1,1,0,1.5109201893528672
2.0,-2,1,1,1,1.5109201893528672
2.0,-2,1,-2,1,1.5109201893528672
2.0,-4,1,4,0,1.5109201893528672
2.0,-4,1,0,1,1.5109201893528672
2.0,-4,1,-2,1,1.5109201893528672
2.0,1,1,-2,1,1.509230856356236
2.0,-4,1,2,0,1.509230856356236
2.0,-4,1,3,0,1.509230856356236
2.0,2,1,-3,1,1.509230856356236
2.0,4,1,-3,1,1.509230856356236
2.0,-4,1,-1,1,1.509230856356236
2.0,-2,1,0,1,1.509230856356236
2.0,-2,1,-1,1,1.509230856356236
2.0,-1,1,-2,1,1.5067873649806418
2.0,-3,1,-3,1,1.5067873649806418
2.0,-1,1,2,1,1.5067873649806418
2.0,3,1,-7,1,1.5067873649806418
2.0,6,1,2,1,1.5067873649806418
2.0,-3,1,1,1,1.5067873649806418
2.0,-3,1,-7,1,1.5067873649806418
2.0,-3,1,-2,1,1.5016997172591886
2.0,-3,1,-8,1,1.5016997172591886
2.0,-1,1,-1,1,1.5016997172591886
2.0,-1,1,1,1,1.5016997172591886
2.0,3,1,-8,1,1.5016997172591886
2.0,-3,1,0,1,1.5016997172591886
2.0,6,1,3,1,1.5016997172591884
2.0,-3,1,-1,1,1.5
2.0,3,1,-3,1,1.5
2.0,-3,1,-3,0,1.5
2.0,-1,1,0,1,1.5
2.0,1,1,-1,1,1.496215937463331
2.0,-2,1,-4,1,1.496215937463331
2.0,5,1,-1,1,1.496215937463331
2.0,2,1,-4,1,1.496215937463331
2.0,-1,1,-3,1,1.4870949018692563
2.0,1,1,-3,1,1.4870949018692563
2.0,4,1,-2,1,1.4870949018692563
2.0,2,1,-2,1,1.4870949018692563
2.0,-2,1,-6,0,1.4848058883494155
2.0,-2,1,-5,1,1.4807916005205917
2.0,1,1,0,1,1.4807916005205917
2.0,2,1,-5,1,1.4807916005205917
2.0,5,1,0,1,1.4807916005205917
2.0,-3,1,-2,0,1.4777257761126572
2.0,3,1,-2,1,1.4777257761126572
2.0,-1,1,-8,0,1.476190476190476
2.0,2,1,-6,1,1.468682906027727
2.0,5,1,1,1,1.468682906027727
2.0,-2,1,-6,1,1.468682906027727
2.0,1,1,1,1,1.468682906027727
2.0,2,1,-1,1,1.4681038104255235
2.0,1,1,-4,1,1.4681038104255233
2.0,-1,1,-4,1,1.4681038104255233
2.0,4,1,-1,1,1.4681038104255233
2.0,5,1,2,1,1.4599723539767517
2.0,1,1,2,1,1.4599723539767517
2.0,-2,1,-7,1,1.4599723539767515
2.0,2,1,-7,1,1.4599723539767515
2.0,-3,1,-1,0,1.4586127040472954
2.0,3,1,-1,1,1.4586127040472954
2.0,2,1,-8,1,1.4547209876562026
2.0,-2,1,-8,1,1.4547209876562026
2.0,1,1,3,1,1.4547209876562026
2.0,5,1,3,1,1.4547209876562026
2.0,2,1,0,1,1.4523809523809523
2.0,4,1,0,1,1.4523809523809523
2.0,-1,1,-5,1,1.4523809523809523
2.0,1,1,-5,1,1.4523809523809523
2.0,-2,1,-5,0,1.4517953542310615
2.0,3,1,0,1,1.4427864197660112
2.0,-3,1,0,0,1.4427864197660112
2.0,4,1,1,1,1.4400333833368992
2.0,2,1,1,1,1.4400333833368992
2.0,1,1,-6,1,1.440033383336899
2.0,-1,1,-6,1,1.440033383336899
2.0,-1,1,-7,0,1.4358939317442478
2.0,2,1,2,1,1.431148469252259
2.0,4,1,2,1,1.431148469252259
2.0,1,1,-7,1,1.431148469252259
2.0,-1,1,-7,1,1.431148469252259
2.0,3,1,1,1,1.4303560281786276
2.0,-3,1,1,0,1.4303560281786276
2.0,2,1,3,1,1.4257909449123685
2.0,-1,1,-8,1,1.4257909449123685
2.0,1,1,-8,1,1.4257909449123685
2.0,4,1,3,1,1.4257909449123682
2.0,-2,1,-4,0,1.4216100227169695
2.0,-3,1,6,0,1.4214106244380285
2.0,-3,1,2,0,1.4214106244380285
2.0,3,1,2,1,1.4214106244380285
2.0,0,0,6,1,1.4214106244380285
2.0,3,1,3,1,1.416016257257072
2.0,-3,1,5,0,1.416016257257072
2.0,-3,1,3,0,1.416016257257072
2.0,-3,1,4,0,1.4142135623730951
2.0,0,0,5,1,1.414213562373095
2.0,6,1,-8,0,1.4087916373797156
2.0,-1,1,-6,0,1.3980874529431617
2.0,-2,1,-3,0,1.3944333775567925
2.0,-2,1,-2,0,1.370444422015063
2.0,6,1,-7,0,1.3665090335506422
2.0,0,0,-9,0,1.3646409410387714
2.0,0,0,4,1,1.3646409410387714
2.0,-1,1,-5,0,1.3629782648915916
2.0,5,1,-8,0,1.3586040588273434
2.0,1,1,-8,0,1.3586040588273434
2.0,-2,1,-1,0,1.3498131221960348
2.0,-2,1,0,0,1.3326954256339552
2.0,-1,1,-4,0,1.33077986785544
2.0,2,1,-8,0,1.3275811294714905
2.0,4,1,-8,0,1.3275811294714903
2.0,6,1,-6,0,1.3267268300719077
2.0,-2,1,1,0,1.319228112113816
2.0,0,0,-8,0,1.3170777796132696
2.0,0,0,3,1,1.3170777796132696
2.0,3,1,-8,0,1.3170777796132696
2.0,1,1,-7,0,1.3147083516455735
2.0,5,1,-7,0,1.3147083516455735
2.0,-2,1,6,0,1.3095238095238095
2.0,-2,1,2,0,1.3095238095238095
2.0,-2,1,3,0,1.3036665544765544
2.0,-2,1,5,0,1.3036665544765544
2.0,-2,1,4,0,1.3017082793177757
2.0,-1,1,-3,0,1.3017082793177757
2.0,6,1,-5,0,1.289676434661985
2.0,4,1,-7,0,1.2826241524910125
2.0,2,1,-7,0,1.2826241524910125
2.0,-1,1,-2,0,1.2759772387594535
2.0,1,1,-6,0,1.2733087578210416
2.0,5,1,-6,0,1.2733087578210416
2.0,0,0,-7,0,1.2717495581974896
2.0,0,0,2,1,1.2717495581974896
2.0,3,1,-7,0,1.2717495581974896
2.0,6,1,-4,0,1.2555997022319247
2.0,-1,1,-1,0,1.2537924329220558
2.0,2,1,-6,0,1.2401539660100398
2.0,4,1,-6,0,1.2401539660100396
2.0,-1,1,0,0,1.2353449305783664
2.0,5,1,-5,0,1.2346563964251593
2.0,1,1,-5,0,1.2346563964251593
2.0,3,1,-6,0,1.228903609577518
2.0,0,0,1,1,1.228903609577518
2.0,0,0,-6,0,1.228903609577518
2.0,6,1,-3,0,1.224744871391589
2.0,-1,1,1,0,1.2208041660280256
2.0,-1,1,6,0,1.2103109549656033
2.0,-1,1,2,0,1.2103109549656033
2.0,-1,1,3,0,1.2039711314067172
2.0,-1,1,5,0,1.2039711314067172
2.0,-1,1,4,0,1.2018504251546631
2.0,2,1,-5,0,1.2004345396148124
2.0,4,1,-5,0,1.2004345396148124
2.0,5,1,-4,0,1.1990169820965877
2.0,1,1,-4,0,1.1990169820965877
2.0,6,1,-2,0,1.1973610438743008
2.0,3,1,-5,0,1.1888083555066598
2.0,0,0,0,1,1.1888083555066598
2.0,0,0,-5,0,1.1888083555066598
2.0,6,1,-1,0,1.1736911946539272
2.0,5,1,-3,0,1.1666666666666667
2.0,1,1,-3,0,1.1666666666666667
2.0,4,1,-4,0,1.163747562842851
2.0,2,1,-4,0,1.163747562842851
2.0,6,1,0,0,1.153963887243108
2.0,0,0,-1,1,1.1517511068997928
2.0,0,0,-4,0,1.1517511068997928
2.0,3,1,-4,0,1.1517511068997928
0.0,6,1,-8,0,1.145334616267209
2.0,6,1,1,0,1.138384103607802
2.0,5,1,-2,0,1.1378860138427163
2.0,1,1,-2,0,1.1378860138427163
2.0,2,1,-3,0,1.1303883305208782
2.0,4,1,-3,0,1.130388330520878
2.0,6,1,6,0,1.1271238455756787
2.0,6,1,2,0,1.1271238455756787
2.0,6,1,5,0,1.1203133672398657
2.0,6,1,3,0,1.1203133672398657
2.0,6,1,4,0,1.118033988749895
2.0,3,1,-3,0,1.118033988749895
2.0,0,0,-3,0,1.118033988749895
2.0,0,0,-2,1,1.118033988749895
2.0,5,1,-1,0,1.1129519897638327
2.0,1,1,-1,0,1.1129519897638327
2.0,4,1,-2,0,1.1006594601263067
2.0,2,1,-2,0,1.1006594601263067
0.0,6,1,-7,0,1.0975648163443914
2.0,1,1,0,0,1.0921280896361634
2.0,5,1,0,0,1.0921280896361634
2.0,0,0,-3,1,1.0879675865519869
2.0,0,0,-2,0,1.0879675865519869
2.0,3,1,-2,0,1.0879675865519869
2.0,1,1,1,0,1.0756530474358588
2.0,5,1,1,0,1.0756530474358588
2.0,2,1,-1,0,1.074862222885306
2.0,4,1,-1,0,1.0748622228853058
2.0,1,1,2,0,1.063728947794699
2.0,1,1,6,0,1.063728947794699
2.0,5,1,2,0,1.063728947794699
2.0,5,1,6,0,1.063728947794699
2.0,3,1,-1,0,1.0618620533798933
2.0,0,0,-4,1,1.0618620533798933
2.0,0,0,-1,0,1.0618620533798933
0.0,5,1,-8,0,1.057046327639196
2.0,1,1,5,0,1.0565098920158948
2.0,1,1,3,0,1.0565098920158948
2.0,5,1,3,0,1.0565098920158948
2.0,5,1,5,0,1.0565098920158948
2.0,1,1,4,0,1.0540925533894598
2.0,5,1,4,0,1.0540925533894598
2.0,2,1,0,0,1.0532855409806985
2.0,4,1,0,0,1.0532855409806983
0.0,6,1,-6,0,1.052477909776207
2.0,0,0,-5,1,1.0400156984686455
2.0,3,1,0,0,1.0400156984686455
2.0,0,0,0,0,1.0400156984686455
2.0,2,1,1,0,1.0361931022375688
2.0,4,1,1,0,1.0361931022375688
0.5,6,1,-8,0,1.030432619446781
2.0,2,1,2,0,1.023809523809524
2.0,2,1,6,0,1.023809523809524
2.0,4,1,6,0,1.0238095238095237
2.0,4,1,2,0,1.0238095238095237
2.0,0,0,1,0,1.0227015045197394
2.0,3,1,1,0,1.0227015045197394
2.0,0,0,-6,1,1.0227015045197394
2.0,2,1,3,0,1.0163069509720497
2.0,2,1,5,0,1.0163069509720497
2.0,4,1,5,0,1.0163069509720497
2.0,4,1,3,0,1.0163069509720497
2.0,2,1,4,0,1.0137937550497034
2.0,4,1,4,0,1.0137937550497031
0.0,6,1,-8,1,1.0104331035201404
0.0,6,1,-5,0,1.0104331035201404
1.0,6,1,-8,1,1.0104331035201404
1.0,0,0,6,1,1.0101525445522108
2.0,0,0,2,0,1.0101525445522108
2.0,0,0,6,0,1.0101525445522108
2.0,3,1,2,0,1.0101525445522108
0.5,0,0,-9,0,1.0101525445522108
2.0,0,0,-7,1,1.0101525445522108
2.0,3,1,6,0,1.0101525445522108
1.0,-6,1,-8,0,1.0050890913907349
0.0,-6,1,-8,0,1.0050890913907349
0.0,5,1,-7,0,1.0050890913907349
2.0,0,0,-8,1,1.0025477748298715
2.0,3,1,5,0,1.0025477748298715
0.0,0,0,6,1,1.0025477748298715
2.0,3,1,3,0,1.0025477748298715
2.0,0,0,5,0,1.0025477748298715
2.0,0,0,3,0,1.0025477748298715
2.0,0,0,-9,1,1.0
2.0,3,1,4,0,1.0
2.0,0,0,4,0,1.0
0.0,0,0,-9,0,0.9999999999999999
0.0,0,0,5,1,0.9923174278178432
1.0,0,0,5,1,0.9923174278178432
1.0,6,1,-8,0,0.9923174278178432
0.5,0,0,-8,0,0.9923174278178432
0.0,4,1,-8,0,0.9891703846590946
0.5,6,1,-7,0,0.977061168032533
1.0,6,1,-7,1,0.9718253158075502
0.0,6,1,-4,0,0.9718253158075502
0.0,6,1,-7,1,0.9718253158075502
0.0,5,1,-6,0,0.9556491543042608
1.0,-6,1,-7,0,0.9556491543042608
0.0,-6,1,-7,0,0.9556491543042608
0.0,3,1,-8,0,0.9461103088716918
1.0,6,1,-6,1,0.9370794597216394
0.0,6,1,-6,1,0.9370794597216394
0.0,6,1,-3,0,0.9370794597216394
1.0,-5,1,-8,0,0.9334426563767932
0.0,4,1,-7,0,0.9334426563767932
0.0,-5,1,-8,0,0.9334426563767932
0.5,0,0,-7,0,0.9313146293146641
1.0,6,1,-7,0,0.9313146293146641
0.5,5,1,-8,0,0.9313146293146641
0.0,0,0,4,1,0.9313146293146641
0.0,2,1,-8,0,0.9313146293146641
0.5,0,0,6,1,0.9285714285714286
0.0,0,0,-8,0,0.9285714285714285
1.0,0,0,4,1,0.9285714285714285
1.0,0,0,-9,0,0.9285714285714285
0.5,6,1,-6,0,0.9261262066084155
1.0,5,1,-8,0,0.9196765674203793
0.0,5,1,-5,0,0.9091372900969896
1.0,5,1,-8,1,0.9091372900969896
0.0,5,1,-8,1,0.9091372900969896
1.0,-6,1,-6,0,0.9091372900969896
0.0,-6,1,-6,0,0.9091372900969896
1.0,6,1,-5,1,0.9066396554599891
0.0,6,1,-2,0,0.9066396554599891
0.0,6,1,-5,1,0.9066396554599891
0.0,3,1,-7,0,0.8876834229670119
1.0,-4,1,-8,0,0.8876834229670117
0.0,-4,1,-8,0,0.8876834229670117
0.0,6,1,-1,0,0.880952380952381
0.0,6,1,-4,1,0.880952380952381
1.0,6,1,-4,1,0.880952380952381
0.0,1,1,-8,0,0.8799866005988728
1.0,-5,1,-7,0,0.8799866005988728
0.0,4,1,-6,0,0.8799866005988728
1.0,1,1,-8,0,0.8799866005988728
0.0,-5,1,-7,0,0.8799866005988728
0.5,6,1,-5,0,0.878051853075513
0.5,6,1,-8,1,0.878051853075513
1.0,2,1,-8,0,0.8731962295662975
1.0,4,1,-8,0,0.8731962295662974
0.0,0,0,3,1,0.8718968296952645
0.5,5,1,-7,0,0.8718968296952645
0.0,2,1,-7,0,0.8718968296952645
0.5,0,0,-6,0,0.8718968296952644
0.0,-3,1,-8,0,0.8718968296952644
1.0,6,1,-6,0,0.8718968296952644
0.5,-6,1,-8,0,0.8718968296952644
1.0,-3,1,-8,0,0.8718968296952644
1.0,-6,1,-8,1,0.8660254037844386
0.0,-6,1,-5,0,0.8660254037844386
1.0,5,1,-7,1,0.8660254037844386
0.0,5,1,-4,0,0.8660254037844386
1.0,-6,1,-5,0,0.8660254037844386
0.0,5,1,-7,1,0.8660254037844386
0.0,-6,1,-8,1,0.8660254037844386
0.0,6,1,0,0,0.8604433809329834
1.0,6,1,-3,1,0.8604433809329834
0.0,6,1,3,1,0.8604433809329834
1.0,6,1,3,1,0.8604433809329834
0.0,6,1,-3,1,0.8604433809329834
0.5,0,0,5,1,0.8571428571428571
1.0,3,1,-8,0,0.8571428571428571
1.0,0,0,3,1,0.8571428571428571
0.0,0,0,-7,0,0.8571428571428571
1.0,0,0,-8,0,0.8571428571428571
1.0,5,1,-7,0,0.8534975394730914
0.5,4,1,-8,0,0.8534975394730914
1.0,6,1,-2,1,0.8454895668840335
0.0,6,1,1,0,0.8454895668840335
0.0,6,1,-2,1,0.8454895668840335
0.0,6,1,2,1,0.8454895668840335
1.0,6,1,2,1,0.8454895668840335
0.0,6,1,6,0,0.8363889557262046
0.0,6,1,2,0,0.8363889557262046
1.0,6,1,-1,1,0.8363889557262045
0.0,6,1,1,1,0.8363889557262045
0.0,6,1,4,0,0.8363889557262045
0.0,6,1,-1,1,0.8363889557262045
1.0,6,1,1,1,0.8363889557262045
0.5,6,1,-7,1,0.8333333333333334
0.5,6,1,-4,0,0.8333333333333334
0.0,6,1,5,0,0.8333333333333334
1.0,6,1,0,1,0.8333333333333334
0.0,6,1,0,1,0.8333333333333334
0.0,6,1,3,0,0.8333333333333334
1.0,-2,1,-8,0,0.8312900119093376
0.0,-4,1,-7,0,0.8312900119093376
0.0,-2,1,-8,0,0.8312900119093376
0.0,3,1,-6,0,0.8312900119093376
1.0,-4,1,-7,0,0.8312900119093376
1.0,4,1,-8,1,0.8292416555841903
0.0,-5,1,-6,0,0.8292416555841903
0.0,1,1,-7,0,0.8292416555841903
0.0,4,1,-8,1,0.8292416555841903
1.0,-5,1,-6,0,0.8292416555841903
0.0,4,1,-5,0,0.8292416555841903
1.0,1,1,-7,0,0.8292416555841903
1.0,5,1,-6,1,0.8268454930564446
0.0,-6,1,-7,1,0.8268454930564446
0.0,-6,1,-4,0,0.8268454930564446
0.0,5,1,-3,0,0.8268454930564446
1.0,-6,1,-4,0,0.8268454930564446
0.0,5,1,-6,1,0.8268454930564446
1.0,-6,1,-7,1,0.8268454930564446
0.0,-3,1,-7,0,0.8144110179279557
0.5,5,1,-6,0,0.8144110179279557
0.0,-1,1,-8,0,0.8144110179279557
0.0,0,0,2,1,0.8144110179279557
1.0,-3,1,-7,0,0.8144110179279557
0.0,2,1,-6,0,0.8144110179279557
0.5,-6,1,-7,0,0.8144110179279557
1.0,-1,1,-8,0,0.8144110179279557
0.5,0,0,-5,0,0.8144110179279557
1.0,6,1,-5,0,0.8144110179279557
1.0,4,1,-7,0,0.8031965615920477
0.5,3,1,-8,0,0.8031965615920477
1.0,2,1,-7,0,0.8031965615920477
0.5,6,1,-3,0,0.7925389036711066
0.5,6,1,-6,1,0.7925389036711066
1.0,5,1,-5,1,0.7921811790292441
0.0,-6,1,-6,1,0.7921811790292441
0.0,-6,1,-3,0,0.7921811790292441
0.0,5,1,-2,0,0.7921811790292441
0.0,5,1,-5,1,0.7921811790292441
1.0,-6,1,-3,0,0.7921811790292441
1.0,-6,1,-6,1,0.7921811790292441
0.5,4,1,-7,0,0.7882354932022309
1.0,5,1,-6,0,0.7882354932022307
0.5,-5,1,-8,0,0.7882354932022307
0.5,2,1,-8,0,0.7857142857142857
1.0,0,0,-7,0,0.7857142857142857
1.0,3,1,-7,0,0.7857142857142857
0.5,0,0,4,1,0.7857142857142857
0.0,0,0,-6,0,0.7857142857142856
1.0,0,0,2,1,0.7857142857142856
0.0,4,1,-4,0,0.7817359599705715
0.0,-5,1,-8,1,0.7817359599705715
1.0,4,1,-7,1,0.7817359599705715
1.0,-5,1,-8,1,0.7817359599705715
0.0,1,1,-6,0,0.7817359599705715
1.0,1,1,-6,0,0.7817359599705715
0.0,4,1,-7,1,0.7817359599705715
0.0,-5,1,-5,0,0.7817359599705714
1.0,-5,1,-5,0,0.7817359599705714
0.0,-2,1,-7,0,0.777372748443548
1.0,-2,1,-7,0,0.777372748443548
1.0,-4,1,-6,0,0.777372748443548
1.0,3,1,-8,1,0.777372748443548
0.0,1,1,-8,1,0.777372748443548
0.0,3,1,-5,0,0.777372748443548
1.0,1,1,-8,1,0.777372748443548
0.0,3,1,-8,1,0.777372748443548
0.0,-4,1,-6,0,0.777372748443548
